9.22953,0.38
9.23163,0.25
9.23542,0.16
9.23616,0.13
9.23749,0.0
9.25116,0.0
9.26645,0.0
9.26725,0.0
9.26798,0.0
9.26869,0.0
9.27013,0.0
9.27153,0.0
9.27224,0.0
9.27295,0.0
9.27427,0.0
9.28265,0.0
9.28587,0.0
9.28692,0.0
9.28975,0.0
9.29106,0.0
9.30183,0.0
9.30580,0.0
9.30655,0.0
9.31579,0.0
9.31653,0.1
9.31891,0.0
9.32097,0.0
9.32424,0.0
9.33119,0.0
9.33322,0.0
9.33536,0.0
9.33726,0.0
9.34671,0.0
9.34992,0.0
9.35141,0.0
9.35342,0.0
9.35539,0.11
9.35735,0.12
9.36436,0.13
9.36862,0.13
9.36994,0.13
9.37207,0.13
9.37911,0.12
9.38107,0.12
9.39622,0.0
9.39766,0.0
9.40121,0.0
9.40204,0.0
9.40343,0.0
9.40554,0.0
9.41460,0.0
9.41534,0.0
9.41609,0.0
9.41683,0.0
9.41856,0.0
9.42000,0.16
9.51835,0.16
9.61832,0.16
9.71831,0.16
9.81829,0.16
9.91828,0.16
10.01826,0.16
10.11824,0.16
10.21822,0.16
10.31821,0.16
10.41820,0.17
10.51819,0.16
10.61816,0.16
10.71814,0.16
10.81813,0.16
10.91814,0.16
11.01809,0.16
11.11807,0.16
11.21806,0.16
11.31804,0.16
11.41803,0.16
11.51801,0.15
11.61800,0.14
11.71797,0.14
11.81797,0.13
11.91795,0.12
12.01793,0.12
12.11791,0.12
12.21789,0.12
12.31787,0.12
12.41786,0.12
12.51840,0.13
12.61847,0.13
12.71783,0.14
12.81781,0.15
12.91871,0.16
13.01870,0.17
13.11775,0.18
13.21859,0.18
13.31874,0.19
13.41872,0.19
13.51823,0.19
13.61857,0.19
13.71868,0.19
13.81864,0.18
13.91849,0.17
14.01862,0.17
14.11859,0.16
14.21858,0.16
14.31856,0.16
14.41855,0.16
14.51854,0.16
14.61852,0.15
14.71850,0.15
14.81849,0.14
14.91848,0.13
15.01846,0.13
15.11845,0.13
15.21842,0.13
15.31841,0.14
15.41839,0.14
15.51834,0.15
15.61833,0.15
15.71832,0.15
15.81831,0.15
15.91829,0.14
16.01827,0.14
16.11828,0.15
16.21823,0.15
16.31822,0.15
16.41819,0.14
16.51819,0.15
16.61818,0.15
16.71713,0.15
16.81712,0.15
16.91710,0.15
17.01709,0.14
17.11707,0.14
17.21705,0.14
17.31703,0.14
17.41704,0.13
17.51701,0.13
17.61699,0.13
17.71697,0.13
17.81696,0.13
17.91694,0.14
18.01693,0.13
18.11691,0.13
18.21689,0.12
18.31731,0.12
18.41686,0.11
18.51685,0.11
18.61764,0.11
18.71768,0.11
18.81679,0.11
18.91679,0.0
19.01676,0.0
19.11673,0.0
19.21673,0.0
19.31672,0.0
19.41669,0.0
19.51668,0.0
19.61665,0.0
19.71663,0.0
19.81661,0.0
19.91661,0.0
20.01658,0.0
20.11658,0.0
20.21656,0.0
20.31653,0.0
20.41652,0.0
20.51651,0.0
20.61648,0.0
20.71648,0.0
20.81646,0.0
20.91644,0.0
21.01642,0.0
21.11641,0.0
21.21639,0.0
21.31685,0.0
21.41723,0.0
21.51633,0.0
21.61733,0.15
21.71730,0.25
21.81729,0.39
21.91728,0.54
22.01727,0.64
22.11725,0.72
22.21723,0.79
22.31723,0.86
22.41721,0.92
22.51719,0.98
22.61716,1.05
22.71715,1.1400000000000001
22.81713,1.25
22.91711,1.34
23.01709,1.4000000000000001
23.11708,1.41
23.21707,1.36
23.31732,1.27
23.41703,1.16
23.51728,1.07
23.61700,1.01
23.71727,0.9400000000000001
23.81697,0.89
23.91696,0.84
24.01695,0.79
24.11692,0.73
24.21691,0.66
24.31755,0.5700000000000001
24.41743,0.49
24.51685,0.39
24.61733,0.31
24.71768,0.24
24.81763,0.21
24.91678,0.18
25.01778,0.16
25.11774,0.15
25.21773,0.14
